http://www.ocol-clo.gc.ca/html/dp_ca_831_e.php,"Office of the Commissioner of Official Languages","BBG Management Corporation",11-038,2010-06-30,"0472 Informatics operational software consultant","June 30, 2010 to&amp;nbspJune 24, 2011",,24153.75,
http://www.ocol-clo.gc.ca/html/dp_ca_818_e.php,"Office of the Commissioner of Official Languages","C.B.-Z Inc",OP001-10-0010,2010-05-07,"0491 Management Consulting Services","May 7, 2010 to&amp;nbspJuly 31, 2010",,13765.50,
http://www.ocol-clo.gc.ca/html/dp_ca_817_e.php,"Office of the Commissioner of Official Languages","Pierre Foucher",11-016,2010-04-26,"0410 Legal Professional Services","April 26, 2010 to&amp;nbspMarch 31, 2012",,10000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_816_e.php,"Office of the Commissioner of Official Languages","Roman Klimowicz Consulting",11-015,2010-04-26,"0491 Management Consulting Services","April 26, 2010 to&amp;nbspSeptember 30, 2011",,59062.50,
http://www.ocol-clo.gc.ca/html/dp_ca_815_e.php,"Office of the Commissioner of Official Languages","Les Consultations Jocelyne Desaulniers Consulting",11-014,2010-04-22,"0491 Management Consulting Services","April 22, 2010 to&amp;nbspMarch 31, 2011",,10000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_814_e.php,"Office of the Commissioner of Official Languages","Dare Human Resources Corporation",OP001-10-0005,2010-04-22,"0491 Management Consulting Services","April 22, 2010 to&amp;nbspJune 30, 2010",,17167.50,
http://www.ocol-clo.gc.ca/html/dp_ca_813_e.php,"Office of the Commissioner of Official Languages","Quiggin Consulting",11-002,2010-04-19,"0491 Management Consulting Services","April 19, 2010 to&amp;nbspDecember 31, 2010",,10000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_804_e.php,"Office of the Commissioner of Official Languages","Adirondack Technologies Furniture Inc.",OP001-10-0002,2010-04-01,"0859 Warehousing services","April 1, 2010 to&amp;nbspMarch 31, 2011",,13608.00,
http://www.ocol-clo.gc.ca/html/dp_ca_805_e.php,"Office of the Commissioner of Official Languages",Marketwire,OP001-10-0001,2010-04-01,"0351 Communications professional services","April 1, 2010 to&amp;nbspMarch 31, 2011",,16537.50,
http://www.ocol-clo.gc.ca/html/dp_ca_806_e.php,"Office of the Commissioner of Official Languages","Kipoza Inc.",11-004,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 1, 2011",,15750.00,
http://www.ocol-clo.gc.ca/html/dp_ca_807_e.php,"Office of the Commissioner of Official Languages","TR Textes et r&eacute;daction inc.",11-006,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 31, 2011",,12600.00,
http://www.ocol-clo.gc.ca/html/dp_ca_808_e.php,"Office of the Commissioner of Official Languages","Fox Translation Ltd.",11-009,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 31, 2011",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_809_e.php,"Office of the Commissioner of Official Languages","Stevenson &amp; Writers Inc.",11-010,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 31, 2011",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_810_e.php,"Office of the Commissioner of Official Languages","Services linguistiques Versacom Inc.",11-011,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 31, 2011",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_811_e.php,"Office of the Commissioner of Official Languages","Stiff Sentences Inc.",11-012,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 31, 2011",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_812_e.php,"Office of the Commissioner of Official Languages","Norman Bloom Enterprise Inc.",11-013,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspMarch 31, 2011",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_803_e.php,"Office of the Commissioner of Official Languages","EdgeKeep Inc.",11-003,2010-04-01,"0491 Management Consulting Services","April 1, 2010 to&amp;nbspJune 30, 2010",,23100.00,
http://www.ocol-clo.gc.ca/html/dp_ca_800_e.php,"Office of the Commissioner of Official Languages","Numara Software Inc.",OP001-09-0049,2010-03-18,"1228 Computer software","March 18, 2010 to&amp;nbspMarch 18, 2011",,23084.25,
http://www.ocol-clo.gc.ca/html/dp_ca_799_e.php,"Office of the Commissioner of Official Languages","Sylvie Plante Enterprise Channeling Inc.",10-118,2010-03-17,"0491 Management consulting services","March 17, 2010 to&amp;nbspJune 30, 2010",,13584.38,
http://www.ocol-clo.gc.ca/html/dp_ca_798_e.php,"Office of the Commissioner of Official Languages","175213 Canada Inc.",10-129,2010-03-15,"0491 Management consulting services","March 15, 2010 to&amp;nbspApril 30, 2010",,14621.25,
http://www.ocol-clo.gc.ca/html/dp_ca_797_e.php,"Office of the Commissioner of Official Languages","Nisha Technologies Inc.",OP001-09-0066,2010-03-11,"1227 Large/medium computer hardware","March 11, 2010",,99426.60,
http://www.ocol-clo.gc.ca/html/dp_ca_796_e.php,"Office of the Commissioner of Official Languages","Cision Canada Inc.",10-128,2010-03-08,"0491 Management consulting services","March 8, 2010 to&amp;nbspMarch 31, 2010",,16500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_795_e.php,"Office of the Commissioner of Official Languages","IBM Canada Inc.",OP001-09-0048,2010-03-08,"0491 Management consulting services","March 8, 2010 to&amp;nbspMarch 31, 2011",,208175.66,
http://www.ocol-clo.gc.ca/html/dp_ca_794_e.php,"Office of the Commissioner of Official Languages","Softchoice Corporation",OP001-09-0058,2010-02-28,"1228 Computer software","February 28, 2010",,13702.50,
http://www.ocol-clo.gc.ca/html/dp_ca_793_e.php,"Office of the Commissioner of Official Languages","Nisha Technologies Inc.",OP001-09-0062,2010-02-26,"1227 Large/medium computer hardware","February 26, 2010",,33236.28,
http://www.ocol-clo.gc.ca/html/dp_ca_792_e.php,"Office of the Commissioner of Official Languages","Nisha Technologies Inc.",OP001-09-0061,2010-02-26,"1227 Large/medium computer hardware","February 26, 2010",,51762.48,
http://www.ocol-clo.gc.ca/html/dp_ca_791_e.php,"Office of the Commissioner of Official Languages","Nisha Technologies Inc.",OP001-09-0063,2010-02-18,"1227 Large/medium computer hardware","February 18, 2010",,12223.26,
http://www.ocol-clo.gc.ca/html/dp_ca_790_e.php,"Office of the Commissioner of Official Languages","Dynamic Personnel Consultants",OP001-09-0511,2010-02-02,"0813 Temporary help services","February 2, 2010 to&amp;nbspMay 28, 2010",,15756.30,
http://www.ocol-clo.gc.ca/html/dp_ca_789_e.php,"Office of the Commissioner of Official Languages","Gilbert Langelier",10-114,2010-02-01,"0491 Management consulting services","February 1, 2010 to&amp;nbspDecember 31, 2010",,22566.30,
http://www.ocol-clo.gc.ca/html/dp_ca_788_e.php,"Office of the Commissioner of Official Languages","The Corporate Research Group Ltd.",10-113,2010-02-01,"0491 Services de conseillers en gestion","February 1, 2010 to&amp;nbspApril 30, 2010",,82015.50,
http://www.ocol-clo.gc.ca/html/dp_ca_787_e.php,"Office of the Commissioner of Official Languages","Messa Computing Inc.",OP001-09-0046,2010-01-18,"0491 Management consulting services","January 18, 2010 to&amp;nbspMarch 31, 2011",,105525.00,
http://www.ocol-clo.gc.ca/html/dp_ca_777_e.php,"Office of the Commissioner of Official Languages","Coradix Technolgy Consulting Ltd.",10-110,2009-12-21,"0491 Management Consulting Services","December 21, 2009 to&amp;nbspMarch 31, 2011",,76230.00,
http://www.ocol-clo.gc.ca/html/dp_ca_776_e.php,"Office of the Commissioner of Official Languages","Murray Management Consulting Inc.",10-109,2009-12-01,"0491 Management Consulting Services","January 18, 2010 to&amp;nbspNovember 20, 2014",,94500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_786_e.php,"Office of the Commissioner of Official Languages","Corporation 349215 Canada Inc.",10-108,2009-12-01,"0491 Management consulting services","December 1, 2009 to&amp;nbspMarch 31, 2011",,12834.15,"This contract was not previously disclosed. This contract includes one or more amendments."
http://www.ocol-clo.gc.ca/html/dp_ca_785_e.php,"Office of the Commissioner of Official Languages","Manpower Services Canada Ltd.",OP001-09-0035,2009-10-29,"0472 Informatics support contracts","October 29, 2009 to&amp;nbspMarch 31, 2011",,178500.00,"This contract includes one or more amendments. The original value was $165,900.00."
http://www.ocol-clo.gc.ca/html/dp_ca_775_e.php,"Office of the Commissioner of Official Languages","Manpower Services Canada Ltd.",OP001-09-0035,2009-10-29,"0472 Informatics support contracts","October 29, 2009 to&amp;nbspMarch 31, 2010",,165900.00,
http://www.ocol-clo.gc.ca/html/dp_ca_784_e.php,"Office of the Commissioner of Official Languages","MediaMiser Ltd.",10-106,2009-10-23,"0351 Communications professional services","October 23, 2009 to&amp;nbspMarch 31, 2010",,18000.00,"This contract was not previously disclosed."
http://www.ocol-clo.gc.ca/html/dp_ca_774_e.php,"Office of the Commissioner of Official Languages","Ajilon Consulting",OP001-09-0033,2009-10-19,"0491 Management Consulting Services","October 19, 2009 to&amp;nbspMarch 31, 2010",,77175.00,
http://www.ocol-clo.gc.ca/html/dp_ca_783_e.php,"Office of the Commissioner of Official Languages","Ajilon Consulting",OP001-09-0033,2009-10-19,"0491 Management consulting services","October 19, 2009 to&amp;nbspMarch 31, 2011",,247989.00,"This contract includes one or more amendments. The original value was $77,175.00."
http://www.ocol-clo.gc.ca/html/dp_ca_773_e.php,"Office of the Commissioner of Official Languages","JLS Management Consulting Inc.",10-103,2009-10-16,"0491 Management Consulting Services","October 16, 2009 to&amp;nbspJuly 30, 2010",,24885.00,
http://www.ocol-clo.gc.ca/html/dp_ca_802_e.php,"Office of the Commissioner of Official Languages","Harrington Marketing Limited",OP001-09-0510,2009-10-13,"0813 Temporary Help Services","October 13, 2009 to&amp;nbspSeptember 10, 2010",,35953.32,"This contract includes several amendments. The original value was $2,344.78."
http://www.ocol-clo.gc.ca/html/dp_ca_772_e.php,"Office of the Commissioner of Official Languages","Harrington Marketing Limited",OP001-09-0510,2009-10-13,"0813 Temporary Help Services","October 13, 2009 to&amp;nbspMarch 23, 2010",,17507.70,"This contract includes two amendments. The original value was $2,344.78."
http://www.ocol-clo.gc.ca/html/dp_ca_771_e.php,"Office of the Commissioner of Official Languages","AZUR Human Resources Ltd.",OP001-09-0508,2009-10-08,"0813 Temporary Help Services","October 8, 2009 to&amp;nbspFebruary 18, 2010",,18492.47,
http://www.ocol-clo.gc.ca/html/dp_ca_770_e.php,"Office of the Commissioner of Official Languages","Excel Human Resources Inc.",OP001-09-0509,2009-10-02,"0813 Temporary Help Services","October 2, 2009 to&amp;nbspFebruary 12, 2010",,30620.63,"This contract includes two amendments. The original value was $ 1,876.88."
http://www.ocol-clo.gc.ca/html/dp_ca_764_e.php,"Office of the Commissioner of Official Languages","Fosburys Experts-Conseils",10-101,2009-09-24,"0499 Text writing, editing or revision services","September 24, 2009 to&amp;nbspApril 30, 2010",,54526.50,
http://www.ocol-clo.gc.ca/html/dp_ca_763_e.php,"Office of the Commissioner of Official Languages","C.B.-Z. Inc.",OP001-09-0017,2009-09-18,"0491 Management Consulting Services","September 18, 2009 to&amp;nbspDecember 31, 2009",,14490.00,
http://www.ocol-clo.gc.ca/html/dp_ca_762_e.php,"Office of the Commissioner of Official Languages","Hewlett-Packard (Canada) Co.",10-063,2009-09-08,"0670 Maintenance and repair of computer equipment","September 8, 2009 to&amp;nbspMarch 31, 2010",,21420.00,
http://www.ocol-clo.gc.ca/html/dp_ca_761_e.php,"Office of the Commissioner of Official Languages","Murray, Nicholas &amp; Associates Inc.",10-090,2009-08-31,"0491 Management Consulting Services","August 31, 2009 to&amp;nbspAugust 31, 2010",,25000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_760_e.php,"Office of the Commissioner of Official Languages",Expographiq,10-089,2009-08-19,"0331 Exposition services","August 19, 2009 to&amp;nbspMarch 31, 2010",,42288.76,"This contract includes one amendment. The original value was $40,162.50."
http://www.ocol-clo.gc.ca/html/dp_ca_759_e.php,"Office of the Commissioner of Official Languages","Association for Canadian Studies",10-087,2009-08-14,"0491 Management Consulting Services","August 14, 2009 to&amp;nbspOctober 29, 2009",,33400.00,
http://www.ocol-clo.gc.ca/html/dp_ca_758_e.php,"Office of the Commissioner of Official Languages","PGF Consultants Inc.",10-082,2009-08-11,"0491 Management Consulting Services","August 11, 2009 to&amp;nbspMay 30, 2010",,87675.00,
http://www.ocol-clo.gc.ca/html/dp_ca_757_e.php,"Office of the Commissioner of Official Languages","Equi Coaching Inc.",10-081,2009-08-07,"0491 Management Consulting Services","August 7, 2009 to&amp;nbspNovember 30, 2009",,14568.75,
http://www.ocol-clo.gc.ca/html/dp_ca_769_e.php,"Office of the Commissioner of Official Languages","Equi Coaching Inc.",10-081,2009-08-07,"0491 Management Consulting Services","August 7, 2009 to&amp;nbspNovember 30, 2009",,19425.00,"This contract includes one amendment. The original value was $14,568.75."
http://www.ocol-clo.gc.ca/html/dp_ca_756_e.php,"Office of the Commissioner of Official Languages",Expographiq,10-074,2009-07-30,"0331 Exposition services","July 30, 2009 to&amp;nbspOctober 31, 2009",,24984.75,
http://www.ocol-clo.gc.ca/html/dp_ca_755_e.php,"Office of the Commissioner of Official Languages","News Canada Inc.",OP001-09-0030,2009-07-28,"0301 Advertising services in print","July 28, 2009",,23257.50,"This contract includes one amendment. The original value was $20,632.50."
http://www.ocol-clo.gc.ca/html/dp_ca_782_e.php,"Office of the Commissioner of Official Languages","4073029 Canada Inc.",10-071,2009-07-27,"0491 Management consulting services","July 27, 2009 to&amp;nbspMarch 31, 2010",,11221.88,"This contract was not previously disclosed. This contract includes one or one amendments."
http://www.ocol-clo.gc.ca/html/dp_ca_754_e.php,"Office of the Commissioner of Official Languages","Roman Klimowicz Consulting",10-062,2009-07-20,"0491 Management Consulting Services","July 20, 2009 to&amp;nbspMarch 31, 2010",,24806.25,
http://www.ocol-clo.gc.ca/html/dp_ca_753_e.php,"Office of the Commissioner of Official Languages","Sylvie Plante Entreprise Channeling Inc",10-061,2009-07-14,"0491 Management Consulting Services","July 14, 2009 to&amp;nbspJanuary 31, 2010",,12678.75,
http://www.ocol-clo.gc.ca/html/dp_ca_747_e.php,"Office of the Commissioner of Official Languages","C.B.-Z. Inc.",OP001-09-0022,2009-06-15,"0491 Management Consulting Services","June 15, 2009 to&amp;nbspSeptember 30, 2009",,14490.00,
http://www.ocol-clo.gc.ca/html/dp_ca_746_e.php,"Office of the Commissioner of Official Languages","Gilbert Langelier",10-055,2009-06-08,"0492 Research Services","June 8, 2009 to&amp;nbspSeptember 30, 2009",,32695.80,
http://www.ocol-clo.gc.ca/html/dp_ca_715_e.php,"Office of the Commissioner of Official Languages","J.&amp; M. Arnold &amp; Associates Ltd.",10-010,2009-06-01,"0401 Accounting and audit services","August 11, 2009 to&amp;nbspOctober 31, 2009",,15750.00,
http://www.ocol-clo.gc.ca/html/dp_ca_745_e.php,"Office of the Commissioner of Official Languages","JYL Coaching Inc.",10-038,2009-05-29,"0491 Management Consulting Services","May 29, 2009 to&amp;nbspMarch 31, 2010",,17010.00,
http://www.ocol-clo.gc.ca/html/dp_ca_744_e.php,"Office of the Commissioner of Official Languages","The Pollack Group",OP001-09-0505,2009-05-25,"0813 Temporary Help Services","May 25, 2009 to&amp;nbspAugust 14, 2009",,10395.00,
http://www.ocol-clo.gc.ca/html/dp_ca_743_e.php,"Office of the Commissioner of Official Languages","Hay Group Limited",10-040,2009-05-21,"0491 Management Consulting Services","May 20, 2009 to&amp;nbspMarch 31, 2010",,118650.00,
http://www.ocol-clo.gc.ca/html/dp_ca_752_e.php,"Office of the Commissioner of Official Languages","Hay Group Limited",10-040,2009-05-21,"0491 Management Consulting Services","May 21, 2009 to&amp;nbspMarch 31, 2010",,147210.00,"This contract includes one amendment. The original value was $118,650.00."
http://www.ocol-clo.gc.ca/html/dp_ca_742_e.php,"Office of the Commissioner of Official Languages","Marketwire L.P.",OP001-09-0008,2009-05-12,"0351 Communications Professional Services","May 12, 2009 to&amp;nbspMarch 31, 2010",,15750.00,
http://www.ocol-clo.gc.ca/html/dp_ca_741_e.php,"Office of the Commissioner of Official Languages","Les Consultants Jocelyne Desaulniers Consulting",10-034,2009-05-11,"0491 Management Consulting Services","May 11, 2009 to&amp;nbspMarch 31, 2010",,10000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_740_e.php,"Office of the Commissioner of Official Languages","Groupe Uniforce Group",10-036,2009-05-11,"0491 Management Consulting Services","May 11, 2009 to&amp;nbspMarch 31, 2010",,11287.50,
http://www.ocol-clo.gc.ca/html/dp_ca_751_e.php,"Office of the Commissioner of Official Languages","Hay Group Limited",10-030,2009-05-07,"0491 Management Consulting Services","May 7, 2009 to&amp;nbspOctober 31, 2009",,36845.00,"This contract includes one amendment. The original value was $24,980.00."
http://www.ocol-clo.gc.ca/html/dp_ca_739_e.php,"Office of the Commissioner of Official Languages","Hay Group Limited",10-030,2009-05-07,"0491 Management Consulting Services","May 7, 2009 to&amp;nbspOctober 31, 2009",,24980.00,
http://www.ocol-clo.gc.ca/html/dp_ca_738_e.php,"Office of the Commissioner of Official Languages","Gilmore Reproductions",10-035,2009-05-06,"0321 Printing Services","May 6, 2009 to&amp;nbspMay 30, 2009",,32172.00,
http://www.ocol-clo.gc.ca/html/dp_ca_714_e.php,"Office of the Commissioner of Official Languages","Ricoh Canada Inc.",OP001-09-0005,2009-05-06,"0533 Rental of office systems equipment","June 1, 2009 to&amp;nbspMay 31, 2014",,18474.75,
http://www.ocol-clo.gc.ca/html/dp_ca_767_e.php,"Office of the Commissioner of Official Languages","Sylvie Plante Entreprise Channeling Inc.",10-033,2009-04-27,"0491 Management Consulting Services","April 27, 2009 to&amp;nbspJanuary 31, 2010",,13700.00,"This contract includes one amendment. The original value was $9,500.00."
http://www.ocol-clo.gc.ca/html/dp_ca_737_e.php,"Office of the Commissioner of Official Languages","RealDecoy Inc.",10-028,2009-04-23,"0472 Informatic Services","April 23, 2009 to&amp;nbspSeptember 30, 2009",,18900.00,
http://www.ocol-clo.gc.ca/html/dp_ca_736_e.php,"Office of the Commissioner of Official Languages","Origin Studios",10-026,2009-04-20,"0331 Exposition services","April 20, 2009 to&amp;nbspJuly 31, 2009",,13440.00,
http://www.ocol-clo.gc.ca/html/dp_ca_735_e.php,"Office of the Commissioner of Official Languages","Excel Human Resources Inc.",OP001-09-0503,2009-04-14,"0813 Temporary Help Services","April 14, 2009 to&amp;nbspSeptember 25, 2009",,28350.00,
http://www.ocol-clo.gc.ca/html/dp_ca_734_e.php,"Office of the Commissioner of Official Languages","Stevenson &amp; Writers Inc.",10-018,2009-04-06,"0499 Text writing, editing or revision services","April 6, 2009 to&amp;nbspMarch 31, 2010",,15750.00,
http://www.ocol-clo.gc.ca/html/dp_ca_749_e.php,"Office of the Commissioner of Official Languages","Renaud Expertise Inc.",10-007,2009-04-01,"0499 Text writing, editing or revision services","April 1, 2009 to&amp;nbspMarch 31, 2010",,13125.00,"This contract includes one amendment. The original value was $5,250.00."
http://www.ocol-clo.gc.ca/html/dp_ca_750_e.php,"Office of the Commissioner of Official Languages","B&amp;B Editorial Consulting Ltd.",10-015,2009-04-01,"0499 Text writing, editing or revision services","April 1, 2009 to&amp;nbspMarch 31, 2010",,10500.00,"This contract includes one amendment. The original value was $5,250.00."
http://www.ocol-clo.gc.ca/html/dp_ca_713_e.php,"Office of the Commissioner of Official Languages","Excel Human Resources Inc.",OP001-09-0502,2009-04-01,"0813 Temporary Help Services","April 1, 2009 to&amp;nbspMarch 31, 2010",,15713.44,"This contract includes one amendment. The original value was less than $10,000."
http://www.ocol-clo.gc.ca/html/dp_ca_733_e.php,"Office of the Commissioner of Official Languages","Services linguistiques  Versacom inc.",10-016,2009-04-01,"0499 Text writing, editing or revision services","April 1, 2009 to&amp;nbspMarch 31, 2010",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_732_e.php,"Office of the Commissioner of Official Languages","Fox Translations Ltd.",10-013,2009-04-01,"0499 Text writing, editing or revision services","April 1, 2009 to&amp;nbspMarch 31, 2010",,10500.00,
http://www.ocol-clo.gc.ca/html/dp_ca_731_e.php,"Office of the Commissioner of Official Languages","Kipoza inc.",10-005,2009-04-01,"0499 Text writing, editing or revision services","April 1, 2009 to&amp;nbspMarch 31, 2010",,21000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_730_e.php,"Office of the Commissioner of Official Languages","TR Textes et r&eacute;daction inc.",10-003,2009-04-01,"0499 Text writing, editing or revision services","April 1, 2009 to&amp;nbspMarch 31, 2010",,15750.00,
http://www.ocol-clo.gc.ca/html/dp_ca_729_e.php,"Office of the Commissioner of Official Languages","Office des t&eacute;l&eacute;communications &eacute;ducatives de langue fran&ccedil;aise de l&#39;Ontario",10-002,2009-04-01,"0491 Management Consulting Services","April 1, 2009 to&amp;nbspJuly 31, 2009",,13789.65,
http://www.ocol-clo.gc.ca/html/dp_ca_728_e.php,"Office of the Commissioner of Official Languages","Altis Human Resources (Ottawa) Inc. (Altis SPR)",OP001-09-0501,2009-04-01,"0813 Temporary Help Services","April 1, 2009 to&amp;nbspJune 30, 2009",,41973.75,
http://www.ocol-clo.gc.ca/html/dp_ca_717_e.php,"Office of the Commissioner of Official Languages","J.&amp; M. Arnold &amp; Associates Ltd.",10-011,2009-04-01,"0401 Accounting and audit services","April 1, 2009 to&amp;nbspJune 30, 2009",,15750.00,
http://www.ocol-clo.gc.ca/html/dp_ca_781_e.php,"Office of the Commissioner of Official Languages","Excel Human Resources Inc.",OP001-09-0502,2009-04-01,"0813 Temporary help services","April 1, 2009 to&amp;nbspMarch 31, 2011",,32168.01,"This contract includes one or more amendments. The original value was $15,713.44"
http://www.ocol-clo.gc.ca/html/dp_ca_684_e.php,"Office of the Commissioner of Official Languages","Excel Human Resources Inc.",OP001-08-0541,2009-03-16,"0813 Temporary Help Services","March 16, 2009 to&amp;nbspMay 29, 2009",,10750.16,
http://www.ocol-clo.gc.ca/html/dp_ca_685_e.php,"Office of the Commissioner of Official Languages","Altis Human Resources (Ottawa) Inc. (Altis SPR)",OP001-08-0542,2009-03-16,"0813 Temporary Help Services","March 16, 2009 to&amp;nbspMay 29, 2009",,27720.00,
http://www.ocol-clo.gc.ca/html/dp_ca_686_e.php,"Office of the Commissioner of Official Languages","Softchoice Corporation",OP001-08-0114,2009-03-10,"1228 Computer Software","March 10, 2009",,13009.50,
http://www.ocol-clo.gc.ca/html/dp_ca_687_e.php,"Office of the Commissioner of Official Languages","Samson &amp; Associates",OP001-08-0543,2009-03-09,"0813 Temporary Help Services","March 9, 2009 to&amp;nbspMarch 31, 2010",,76490.03,
http://www.ocol-clo.gc.ca/html/dp_ca_688_e.php,"Office of the Commissioner of Official Languages","CMS Human Resources Consultants Inc.",OP001-08-0115,2009-03-02,"0491 Management Consulting Services","March 3, 2009 to&amp;nbspOctober 31, 2009",,21262.50,
http://www.ocol-clo.gc.ca/html/dp_ca_689_e.php,"Office of the Commissioner of Official Languages","C.B.Z. Inc.",OP001-08-0109,2009-02-23,"0491 Management Consulting Services","February 23, 2009 to&amp;nbspJune 30, 2009",,14490.00,
http://www.ocol-clo.gc.ca/html/dp_ca_690_e.php,"Office of the Commissioner of Official Languages","Sienna Exhibitions and Collections Management",9-132,2009-02-16,"0491 Management Consulting Services","February 16, 2009 to&amp;nbspDecember 31, 2009",,25200.00,
http://www.ocol-clo.gc.ca/html/dp_ca_691_e.php,"Office of the Commissioner of Official Languages","Bang Marketing",9-133,2009-02-16,"0491 Management Consulting Services","February 16, 2009 to&amp;nbspJune 30, 2009",,17325.00,
http://www.ocol-clo.gc.ca/html/dp_ca_692_e.php,"Office of the Commissioner of Official Languages","University of Toronto Press",9-130,2009-02-15,"0321 Printing Services","February 15, 2009 to&amp;nbspJuly 31, 2009",,14000.00,
http://www.ocol-clo.gc.ca/html/dp_ca_693_e.php,"Office of the Commissioner of Official Languages","C.B.Z. Inc.",OP001-08-0098,2009-02-09,"0491 Management Consulting Services","February 9, 2009 to&amp;nbspMarch 31, 2009",,10867.50,
http://www.ocol-clo.gc.ca/html/dp_ca_727_e.php,"Office of the Commissioner of Official Languages","Labelle, Lise D.",9-131,2009-02-06,"0491 Management Consulting Services","February 6, 2009 to&amp;nbspMarch 31, 2010",,75600.00,"This contract includes one amendment. The original value was $50,400.00."
http://www.ocol-clo.gc.ca/html/dp_ca_694_e.php,"Office of the Commissioner of Official Languages","Lise D. Labelle",9-131,2009-02-06,"0491 Management Consulting Services","February 6, 2009 to&amp;nbspOctober 31, 2009",,50400.00,
http://www.ocol-clo.gc.ca/html/dp_ca_695_e.php,"Office of the Commissioner of Official Languages","Nisha Technologies Inc.",OP001-08-0103,2009-02-04,"1227 Computer Hardware &amp; Software","February 4, 2009",,24275.79,
