http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24718&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","NALY MANAGEMENT CONSULTING INC",K4430-09-0007,2009-06-25,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2009-06-25 to 2009-12-30",,60000.00,"Provide human resources consultation services to the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25644&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","APS-ANTIAN PROFESSIONAL SERVICES INC.",K4410-07-0014,2009-04-01,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2009-04-01 to 2010-03-31",,54970.00,"Provide Access to Information and Privacy (ATIP) advisory services to the Agency. For the Q3 2007-2008 period, $29,970.00 was disclosed. An amendment of $25,000.00 was made for a total of $54,970.00."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25647&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","EXCEL HUMAN RESOURCES",K4220-08-0044,2009-04-01,"0813 Temporary help services","2009-04-01 to 2009-05-30",,43993.14,"Provide temporary support to the Panel Secretariat Group - staffing process is ongoing. For the Q2 2008-2009 period, $14,664.38 was disclosed. An amendment of $29,328.76 was made for a total contract of $43,993.14."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25648&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","EXCEL HUMAN RESOURCES",K4230-08-0065,2009-04-01,"0813 Temporary help services","2009-04-01 to 2009-05-30",,40473.69,"Provide temporary support to the Project Reviews Group - staffing process is ongoing. For the Q2 2008-2009 period, $12,709.13 was disclosed. An amendment of $27,764.56 was made for a total contract of $40,473.69."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25646&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","ROBERT HALF CANADA INC.",K4450-08-0093,2009-04-01,"0813 Temporary help services","2009-04-01 to 2009-06-12",,84150.00,"Provide temporary support to the Information Services Group for a development project in support of the Agency&#39;s transformation. For the Q3 2008-2009 period, $25,500.00 was disclosed. An amendment of $58,650.00 was made for a total contract of $84,150.00."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25645&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","ROBERT HALF MANAGEMENT RESOURCES",K4450-08-0092,2009-04-01,"0813 Temporary help services","2009-04-01 to 2009-05-22",,84150.00,"Provide temporary support to the Information Services Group for a development project in support of the Agency&#39;s transformation. For the Q3 2008-2009 period, $38,250.00 was disclosed. An amendment of $45,900.00 was made for a total contract of $84,150.00."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25649&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","STRATOS INC.",K4320-08-0014,2009-04-01,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2009-04-01 to 2009-06-30",,175693.00,"Evaluation of the Cabinet Directive on Implementing the Canadian Environmental Assessment Act. For the Q2 2008-2009 period, $175,693.00 was disclosed. An amendment was made to the end date of the contract and funds were redistributed to 2009-2010."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25651&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency","170963 CANADA INC.",K4410-08-0107,2008-12-22,"0351 Communications professional services not elsewhere specified","2008-12-22 to 2009-09-30",,14030.00,"Design multiple ready-to-use applications for communications products for the Agency. No amount was previously disclosed as it was under $10,000.00. An amendment was made for a total contract of $14,030.00."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=25650&quarter=1&fiscal=2009%2C%202010,"Canadian Environmental Assessment Agency",MAXSYS,K4400-08-0080,2008-11-10,"0813 Temporary help services","2008-11-25 to 2009-06-30",,25992.00,"Provide temporary support to the Communications Group and the Human Resources Group. No amount was previously disclosed as it was under $10,000.00. An amendment was made for a total contract of $25,992.00."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24345&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","CHASE OFFICE INTERIORS INC",K4440-08-0151,2009-03-19,"1239 Other office equipment and parts",,2009-03-30,10123.53,"Purchase of furniture for the Agency&#39;s Vancouver Region."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24346&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ESRI CANADA LIMITED",K4320-08-0148,2009-03-19,"1228 Computer Software",,2009-03-30,10125.00,"Renewal of Windows software subscription for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24343&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","SOCIETY OF ONTARIO AJUDICATORS AND REGULATORS",K4230-08-0134R,2009-03-13,"0446 Training consultants (specify)","2009-03-16 to 2009-03-31",,13100.00,"Develop and deliver a two-day course on administrative justice for panel management staff at the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24342&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","TAB PRODUCTS OF CANADA LTD",K4440-08-0144,2009-03-04,"1239 Other office equipment and parts",,2009-03-31,19876.36,"Purchase of furniture for the Agency&#39;s Winnipeg Region."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24341&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","CHASE OFFICE INTERIORS INC",K4440-08-0099,2009-02-11,"1239 Other office equipment and parts",,2009-03-02,21480.00,"Purchase of chairs for the Agency&#39;s Edmonton Region."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24340&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","CBCI TELECOM INC",K4440-08-0140,2009-02-10,"1223 Image/Video equipment",,2009-03-10,17810.00,"Purchase of retrofit audio-visual equipment for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24339&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","PENTOR COMMUNICATIONS INCORPORATED",K4310-08-0124,2009-02-06,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2009-02-06 to 2009-03-31",,23800.00,"Provide services to develop training and support material for the Canadian Environmental Assessment Registry."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24338&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","CHASE OFFICE INTERIORS INC",K4440-08-0097,2009-02-05,"1239 Other office equipment and parts",,2009-03-05,69600.58,"Purchase of furniture for the Agency&#39;s Edmonton Region."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24334&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","CBCI TELECOM INC",K4440-08-0138,2009-02-02,"1223 Image/Video equipment",,2009-03-02,24261.18,"Purchase of audio-visual equipment for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24337&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","G.H. JOHNSONS FURNITURE INC.",K4440-08-0136,2009-02-02,"1231 Office furniture and furnishings, including parts",,2009-03-02,17910.00,"Purchase of Teknion Amicus chairs for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24336&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","INTERSPEC FURNITURE SOLUTIONS INC",K4440-08-0137,2009-02-02,"1231 Office furniture and furnishings, including parts",,2009-03-02,14767.00,"Purchase of chairs for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24335&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","XEROX CANADA LTD.",K4441-08-0135,2009-02-02,"0533 Rental of machinery, office furniture and fixtures, and other equipment","2009-03-01 to 2014-02-28",,17760.00,"Rental of Xerox WorkCentre for the period of March 1, 2009 to February 28, 2014 for the Agency&#39;s Halifax Region."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24333&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","&Eacute;COLE DE LANGUES DE L&#39;ESTRIE INC.",K4430-08-0131,2009-01-27,"0447 Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)","2009-02-09 to 2009-04-17",,13200.00,"Provide French language training to some Agency employees."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24332&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","D.C. DAMMAN &amp; ASSOCIATES",K4330-08-0120,2009-01-18,"0447 Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)","2009-01-19 to 2009-04-30",,20515.00,"Assist in the review and delivery of a two-day Agency training course."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24331&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","STEELCASE CANADA LTD.",K4440-08-0122,2009-01-16,"1239 Other office equipment and parts",,,10958.90,"Purchase of furniture for the Agency&#39;s Vancouver Region."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24330&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","FOUNDATION OF ADMINISTRATIVE JUSTICE",K4230-08-0118,2009-01-13,"0447 Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)","2009-01-13 to 2009-03-31",,20025.00,"Deliver a one-day training course on administrative law and natural justice to the Environmental Assessment Review Panel Roster and to members of active panels."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24329&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","EXCEL HUMAN RESOURCES",K4260-08-0130,2009-01-12,"0813 Temporary help services","2009-01-12 to 2009-03-31",,14188.73,"Provide temporary support to the National Support Programs Group."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24328&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ITEX ENTERPRISE SOLUTIONS",K4450-08-0113,2009-01-08,"1228 Computer Software",,2009-01-16,24154.44,"Purchase of software and support for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=24327&quarter=4&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","AURA ENVIRONMENTAL RESEARCH AND CONSULTING LTD.",K4320-08-0081,2009-01-07,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2009-01-07 to 2009-03-31",,49932.00,"Provide services to develop a Strategic Environmental Assessment Framework."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21714&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","PORTAGE PERSONNEL INC.",K4450-08-0119,2008-12-30,"0813 Temporary help services","2008-12-22 to 2009-03-31",,19164.68,"Provide a document and records management specialist to the Information Services Group."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21713&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ROBERT HALF CANADA INC.",K4450-08-0093,2008-12-23,"0813 Temporary help services","2008-12-18 to 2009-02-13",,25500.00,"Provide temporary support to the Information Services Group - for a development project to support the Agency&#39;s transformation."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21712&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","GOLDER ASSOCIATES LTD.",K4320-08-0116,2008-12-22,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-12-22 to 2009-03-31",,23750.00,"Provide technical architecture for a national geospatial information system for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21711&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","LYNCH-STEWART AND ASSOCIATES",K4320-08-0117,2008-12-22,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-12-22 to 2009-03-31",,23540.00,"Conduct research to validate the requirement of an environmental assessment geospatial information system for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21710&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ITEX ENTERPRISE SOLUTIONS",K4450-08-0112,2008-12-15,"1227 Computer equipment - small - desktop/personal/portable/keyboard","2008-12-12 to 2009-03-31",,26665.14,"The purchase of HP servers for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21709&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ACADEMIE DE FORMATION LINGUISTIQUE (AFL) INC",K4230-08-0105,2008-12-11,"0447 Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)","2009-01-19 to 2009-12-31",,24640.00,"Provide French language training to Agency employees."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21707&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","LOGIC 2000 INC",K4450-08-0094,2008-12-05,"0813 Temporary help services","2008-12-01 to 2009-02-19",,52251.38,"Provide temporary support to the Information Services Group - for the Agency&#39;s records management system architecture initiative."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21708&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","LOGIC 2000 INC",K4450-08-0095,2008-12-05,"0813 Temporary help services","2008-12-01 to 2009-01-07",,21251.25,"Provide temporary technical support to the Information Services Group - for the Agency&#39;s records management system."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21706&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","G.H. JOHNSONS FURNITURE INC.",K4440-08-0088,2008-11-27,"1231 Office furniture and furnishings, including parts",,2008-12-12,10193.25,"The purchase of office chairs for the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21705&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ROBERT HALF MANAGEMENT RESOURCES",K4450-08-0092,2008-11-24,"0813 Temporary help services","2008-11-17 to 2009-02-13",,38250.00,"Provide temporary help to the Information Services Group - for a development project to support the Agency&#39;s transformation."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21704&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ESRI CANADA LIMITED",K4320-08-0051,2008-11-20,"1228 Computer Software","2008-10-31 to 2009-10-31",,76620.00,"GIS software and professional services provided to the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21703&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","MOUNTAIN QUEST ADVENTURE COMPANY LTD.",K4245-08-5007,2008-11-17,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-11-17 to 2008-12-19",,16003.50,"Facilitation and delivery of a workshop to the Vancouver region, in order to strengthen the environmental assessment process, and develop teamwork and leadership."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21702&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","DARE HUMAN RESOURCES CORPORATION",K4430-08-0043,2008-11-12,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-11-12 to 2009-03-31",,59950.00,"Provide human resources consultation services to the Agency."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21701&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ALTIS HUMAN RESOURCES",K4310-08-0078,2008-11-03,"0813 Temporary help services","2008-11-03 to 2009-02-27",,35212.50,"Provide temporary support to the Legislative Regulator Affairs Group - to develop required changes to the Agency&#39;s cost recovery order under the User Fees Act."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21700&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","CNW GROUP LTD.",K4410-08-0075,2008-10-23,"0351 Communications professional services not elsewhere specified","2008-10-29 to 2009-04-15",,17200.00,"Provide media distribution services to the Communications Group."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21699&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","STEPHEN NEIMAN &amp; ASSOCIATES,INC.",K4430-08-0077,2008-10-16,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-11-03 to 2009-03-31",,22000.00,"Deliver a series of French and English learning sessions on &quot;Diversity in the Workplace&quot; for all Agency Employees."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21698&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","EXCEL HUMAN RESOURCES",K4440-08-0073,2008-10-14,"0813 Temporary help services","2008-10-14 to 2009-05-29",,37209.00,"Provide temporary support to the Finance Group - staffing process is ongoing."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21697&quarter=3&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","TK CANADA LIMITED",K4440-08-0025,2008-10-10,"1231 Office furniture and furnishings, including parts","2008-10-10 to 2009-03-31",,254544.29,"In light of the Agency&#39;s transformation, the purchase of office furniture and installation for the amount of $125,355.84 was disclosed in Q1 of 2008-2009. An amendment was made as the total contract is $254,544.29."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21682&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","DUOCOM CANADA INC",K4450-08-0062,2008-09-30,"1227 Computer equipment - small - desktop/personal/portable/keyboard",,2008-10-07,10392.00,"Purchase of a Lumen Projector."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21681&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","PRIVASOFT CORP.",K4450-08-0055R,2008-09-25,"1228 Computer Software",,2008-10-31,29672.00,"Purchase of AccessPro Case Management software and peripherals."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21680&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","DILLON CONSULTING LTD.",K4310-08-0067,2008-09-15,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-09-22 to 2009-01-31",,23800.00,"Provide a risk assessment for the proposed Canada Airport Authority Environmental Assessment Regulations under the Canadian Environmental Assessment Act."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21679&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","EXCEL HUMAN RESOURCES",K4230-08-0065,2008-09-10,"0813 Temporary help services","2008-09-15 to 2008-11-28",,12709.13,"Provide temporary support to the Project Review Group - staffing process is ongoing."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21678&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ESSA TECHNOLOGIES LTD.",K4245-08-5004,2008-09-08,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-09-08 to 2009-01-30",,20000.00,"Develop a training package for environmental assessment processes under joint federal-provincial harmonized reviews."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21677&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","MICHAEL NOLAN &amp; ASSOCIATES",K4330-08-0066,2008-09-08,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-09-15 to 2008-11-15",,16500.00,"Provide consulting expertise to develop and deliver training on instructional techniques to the Agency&#39;s instructors."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21676&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","XEROX CANADA LTD.",K4441-08-0063,2008-08-28,"0533 Rental of machinery, office furniture and fixtures, and other equipment","2008-09-01 to 2013-08-31",,27300.00,"Rental of photocopier for period of September 2008 to March 2013."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21675&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","D.C. DAMMAN &amp; ASSOCIATES",K4310-08-0059,2008-08-27,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-09-08 to 2009-03-31",,22650.00,"Documenting direct effects of selected Environmental Assessment projects."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21674&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","FLAMAN MANAGEMENT PARTNERS LTD.",K4310-08-0061,2008-08-25,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-09-02 to 2008-11-28",,23500.00,"Develop a management strategy to achieve the objective of modifying, upgrading or replacing the Registry application."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21672&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","PRIVASOFT CORP.",K4450-08-0056,2008-08-11,"1228 Computer Software",,2008-09-30,16150.00,"Purchase of Database Migration ATIPflow software."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21673&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","SHILLINGTON &amp; BURNS CONSULTANTS INC.",K4320-08-0041,2008-08-11,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-09-01 to 2008-11-28",,23800.00,"Development and writing of issues papers to explain and expand Canadian Environmental Assessment Agency&#39;s Policy on Aboriginal Consultations during panel review."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21670&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ESSA TECHNOLOGIES LTD.",K4310-08-0052,2008-08-01,"0491 Other Prof. Serv. - Management consulting - OGD or programs","2008-08-01 to 2008-11-28",,23450.00,"To design and develop a quick reference guide on the requirements of the Registry."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21668&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","ALTIS HUMAN RESOURCES",K4330-08-0047,2008-07-28,"0813 Temporary help services","2008-08-05 to 2008-10-31",,23505.75,"Provide temporary National Coordinator to the Operational Support Directorate - staffing process is ongoing."
http://www.ceaa-acee.gc.ca/contracts-contrats/index-eng.cfm?state=detail&id=21669&quarter=2&fiscal=2008%2C%202009,"Canadian Environmental Assessment Agency","HUNT/TEMPORARILY YOURS",K4410-08-0023,2008-07-28,"0813 Temporary help services","2008-05-12 to 2008-09-12",,37860.00,"Provide temporary support to the Communication Language Services Unit."
