http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c5_e.asp,"Canadian International Trade Tribunal","A.S.A.P. Reporting",P1100088-01,2010-05-27,"0859 Other business services not elsewhere specified","2010-06-01 to 2011-03-31","2010-06-01 to 2011-03-31",323442.00,"This contract was competitively sourced. This contract includes one or more amendments. This is a one year  contract with (3) additional (1) year period(s) option under the  same conditions. The contract value includes the option. This  contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c6_e.asp,"Canadian International Trade Tribunal","Herjavec Group (Ottawa)",P1100082,2010-05-01,"0670 Computer Equipment - Hardware and software","2010-05-01 to 2011-04-30","2010-05-01 to 2011-04-30",10946.25,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c7_e.asp,"Canadian International Trade Tribunal","REDI Analysis Inc.",P1100071,2010-05-01,"0812 Computer Services","2010-05-01 to 2011-03-31","2010-05-01 to 2011-03-31",10000.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c8_e.asp,"Canadian International Trade Tribunal","Janique Simard-Ouellette",P1100015-1,2010-04-06,"0499 Professional services contracts not elsewhere specified","2010-04-06 to 2010-08-31","2010-04-06 to 2010-08-31",0.00,"This contract was competitively sourced. This contract includes one or more amendments. This contract is a  call-up against a Public Works and Government Services Canada  procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_c9_e.asp,"Canadian International Trade Tribunal","Caron Professional &amp; Linguistic Training Ltd",P1100060,2010-04-01,"0447 Language Training Fees &amp; Costs","2010-04-01 to 2011-03-31","2010-04-01 to 2011-03-31",11040.00,"This contract was sole-sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_ca_e.asp,"Canadian International Trade Tribunal","Excel Human Resources",P1100014,2010-04-01,"0813 Temporary help services","2010-04-01 to 2010-09-30","2010-04-01 to 2010-09-30",0.00,"This contract was competitively sourced. This contract is a call-up against a Public Works and Government  Services Canada procurement tool. This item contains one or more  amendments."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_cb_e.asp,"Canadian International Trade Tribunal","Softchoice Corporation Canada",P1100042,2010-04-01,"0670 Computer Equipment - Hardware and software","2010-04-01 to 2011-03-31","2010-04-01 to 2011-03-31",35244.53,"Awarded through Public Works and Government Services Canada."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_cc_e.asp,"Canadian International Trade Tribunal","Printers Plus",P1100022,2010-04-01,"1229 Computer equipment parts","2010-04-01 to 2011-03-31","2010-04-01 to 2011-03-31",0.00,"This contract was competitively sourced.This contract is a call-up against a Public Works and Government  Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2010-1_cd_e.asp,"Canadian International Trade Tribunal","Caron Professional &amp; Linguistic Training Ltd",P1100070,2010-04-01,"0447 Language Training Fees &amp; Costs","2010-04-01 to 2010-06-30","2010-04-01 to 2010-06-30",10500.00,"This contract was competitively sourced."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c1_e.asp,"Canadian International Trade Tribunal","Artopex Inc.",P1100008,2010-03-30,"1246 Other furniture and furnishings including parts","2010-03-30 to 2010-05-30","2010-05-30 to 2010-05-30",18415.15,"Desks purchase."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c2_e.asp,"Canadian International Trade Tribunal","Xerox Canada",P1100005,2010-03-25,"0533 Rental of Photocopier","2010-04-01 to 2015-03-31","2010-04-01 to 2015-03-31",0.00,"This contract was competitively sourced. This is a multi year contract. This contract is a call-up against a Public  Works and Government Services Canada procurement tool."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c4_e.asp,"Canadian International Trade Tribunal","SAS Institute (Canada) Inc.",P1100097,2010-03-03,"0670 Computer Equipment - Hardware and software","2010-03-03 to 2011-03-31","2010-04-01 to 2011-03-31",11368.35,"Amended - SAS Government of Canada PC Bundle- 1 Year 2010-2011."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c5_e.asp,"Canadian International Trade Tribunal","Steno Tran Services Inc.",P1100003,2010-03-03,"0499 Professional Services - Transcription","2010-03-03 to 2010-06-30","2010-04-01 to 2010-06-30",24990.00,"Contract extension for court reporting services."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c6_e.asp,"Canadian International Trade Tribunal","Ellen Fry",P1000272,2010-02-19,"4992 Professional Service Contracts","2010-02-19 to 2010-06-19","2010-02-20 to 2010-06-19",56049.00,"Retired Member Consultant services ."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c7_e.asp,"Canadian International Trade Tribunal","Balkwill Painting Inc.",P1000269,2010-02-10,"6300 - Office Buildings","2010-02-19 to 2010-03-31","2010-02-19 to 2010-03-31",11376.75,"Staining of doors and frames."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c8_e.asp,"Canadian International Trade Tribunal","Pathfinder Tab.",P1000257,2010-01-29,"1246 Other furniture and furnishings including parts","2010-01-29 to 2010-03-31","2010-03-22 to 2010-03-26",39329.85,"Furniture - mobile shelving."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c9_e.asp,"Canadian International Trade Tribunal","CGI Information Systems Management Consultants Inc.",P1000246,2010-01-19,"4992 Professional Service Contracts","2010-01-20 to 2010-03-31","2010-01-20 to 2010-03-31",16800.00,"Consultants professional services for BCP Phase 3."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c10_e.asp,"Canadian International Trade Tribunal","Niva Inc.",P1000245,2010-01-19,"4992 Professional Service Contracts","2010-01-19 to 2010-03-31","2010-01-19 to 2010-03-31",24351.60,"Writing of internal policy and procedures for material management and contracting."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c11_e.asp,"Canadian International Trade Tribunal","IPSS Inc.",P1000238,2010-01-08,"0472 Information Technology Consultants","2010-01-08 to 2010-03-31","2010-01-08 to 2010-03-29",18900.00,"Network technical vulnerability assessment."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c12_e.asp,"Canadian International Trade Tribunal","Selik Shainfarber",P1000243,2010-01-06,"4992 Professional Service Contracts","2010-01-06 to 2010-03-31","2010-01-06 to 2010-03-31",21000.00,"Consultant services - presentation on like goods and class of goods."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c13_e.asp,"Canadian International Trade Tribunal","Nisha Technologies Inc.",P1000255,2010-01-05,"1227 Computer equipment","2010-01-05 to 2010-01-25","2010-01-25 to 2010-01-25",29358.00,"Hardware Purchase - Dell Optiplex GX960."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-4_c14_e.asp,"Canadian International Trade Tribunal","The People Bank",P1000249,2010-01-01,"0486 Temporary Help Services","2010-01-01 to 2010-03-31","2010-01-01 to 2010-03-31",11425.05,"Temporary help - Registrar Office."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c1_e.asp,"Canadian International Trade Tribunal","Excel Human Resources",P1000226,2009-12-23,"0813 Temporary help services","2010-01-04 to 2010-02-26","2010-01-04 to 2010-02-26",12837.83,"Temporary help in the finance section."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c2_e.asp,"Canadian International Trade Tribunal","Hewlett-Packard Canada",P1000221,2009-12-23,"1227 Computer equipment","2009-12-22 to 2009-12-22","2009-12-22 to 2009-12-22",15623.57,"Server Purchase."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c3_e.asp,"Canadian International Trade Tribunal","Hewlett-Packard Canada",P1000223,2009-12-23,"1227 Computer equipment","2009-12-22 to 2009-12-22","2009-12-22 to 2009-12-22",17850.11,"SAN server purchase."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c4_e.asp,"Canadian International Trade Tribunal","VMware Inc.",P1000222,2009-12-22,"1228 Computer Software","2009-12-22 to 2009-12-22","2009-12-22 to 2009-12-22",15632.19,"License for Virtualization Project."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c5_e.asp,"Canadian International Trade Tribunal","Dennis Featherstone",P1000213,2009-12-17,"4992 Professional Service Contracts","2009-12-17 to 2010-03-31","2009-12-17 to 2010-03-31",15750.00,"Importer and Import Analysis."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c6_e.asp,"Canadian International Trade Tribunal","ABCE Language School Inc.",P1000204,2009-12-09,"0447 Tuition Fees","2009-12-14 to 2010-03-05","2009-12-14 to 2010-03-05",12782.00,"Private linguistic training for a Tribunal employee."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c7_e.asp,"Canadian International Trade Tribunal","CGI Information Systems Management Consultants Inc.",P1000202,2009-12-08,"0670 Computer Equipment","2009-12-07 to 2009-12-07","2009-12-07 to 2009-12-07",11025.00,"CITT Secure E-Filing Modification and Support."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c8_e.asp,"Canadian International Trade Tribunal","Robert A. Archambault C.R.",P1000196,2009-11-24,"4992 Professional Service Contracts","2009-11-24 to 2010-03-31","2009-11-24 to 2010-03-31",24150.00,"Consulting Services to review CITT rules."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c9_e.asp,"Canadian International Trade Tribunal","REDI Analysis Inc.",P1000159,2009-10-07,"1228 Computer Software","2009-10-01 to 2010-03-31","2009-10-01 to 2010-03-31",18112.50,"Development of the CITT Toolkit."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c10_e.asp,"Canadian International Trade Tribunal","Canada Council Art Bank",P1000154,2009-10-05,"0570 Rental of Office equipement","2009-04-01 to 2010-03-31","2009-04-01 to 2010-03-31",10500.00,"Rental of paintings and lithographs."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-3_c11_e.asp,"Canadian International Trade Tribunal","Anthony Macauley Associates",P1000172,2009-04-01,"0812 Computer Services","2009-10-30 to 2010-01-31","2009-10-30 to 2010-01-31",43575.00,"Development and enhancement of GX requisition process."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-2_c1_e.asp,"Canadian International Trade Tribunal","James A. Ogilvy",P1000131,2009-09-21,"4992 Professional Service Contracts","2009-09-23 to 2009-12-31","2009-09-23 to 2009-12-31",20790.00,"Training of Legal and Members on effective decision writing."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-2_c2_e.asp,"Canadian International Trade Tribunal","The People Bank",P1000120,2009-09-14,"0486 Temporary Help Services","2009-09-11 to 2009-12-31","2009-09-11 to 2009-12-31",14004.90,"Temporary help - mailroom."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-2_c3_e.asp,"Canadian International Trade Tribunal","Excel Human Resources",P1000114,2009-08-28,"0486 Temporary Help Services","2009-09-01 to 2009-11-27","2009-09-01 to 2009-11-27",10289.63,"Temporary help Word Processing Section."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-2_c4_e.asp,"Canadian International Trade Tribunal","Dell Computer Corporation",P1000099,2009-07-27,"1227 Computer equipment","2009-07-27 to 2009-08-10","2009-07-27 to 2009-08-10",18712.68,"Dell work stations (20)."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-2_c5_e.asp,"Canadian International Trade Tribunal","CGI Information Systems Management Consultants Inc.",P1000092,2009-07-07,"4992 Professional Service Contracts","2009-07-13 to 2009-12-01","2009-07-13 to 2009-12-01",24650.00,"Business Continuity Plan - Phase II."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c2_e.asp,"Canadian International Trade Tribunal","RICOH Canada Inc",P1000066,2009-06-16,"0570 Rental of Office equipement","2009-08-01 to 2010-07-31","2009-08-01 to 2010-07-31",14002.80,"Renewal of contract on 4 photocopiers."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c3_e.asp,"Canadian International Trade Tribunal","REDI Analysis Inc",P1000045,2009-05-08,"0670 Computer Equipment - Hardware and software","2009-05-08 to 2010-03-31","2009-05-08 to 2010-03-31",10500.00,"Software Application Support and Services of the CITT Toolkit."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c5_e.asp,"Canadian International Trade Tribunal","ByPress Printing &amp; Copy Centre Inc",PO1000037,2009-05-06,"0321 Printing Services","2009-04-01 to","2010-03-31 to",21000.00,"Printing Services 2009-2010."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c6_e.asp,"Canadian International Trade Tribunal","Excel Human Resources",P1000035,2009-05-06,"0813 Temporary help services","2009-05-07 to 2009-08-31","2009-05-07 to 2009-08-31",13494.60,"Word Processing."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c7_e.asp,"Canadian International Trade Tribunal","Herjavec Group (Ottawa)",P1000021,2009-04-15,"0670 Computer Equipment - Hardware and software","2009-04-15 to 2010-03-31","2009-04-15 to 2010-03-31",12714.24,"Checkpoint/Metacomm/McAfee Maintenance Renewal."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c8_e.asp,"Canadian International Trade Tribunal","Microsoft Canada",P1000020,2009-04-09,"0670 Computer Equipment - Hardware and software","2009-04-09 to 2010-03-31","2009-04-09 to 2010-03-31",27399.08,"Maintenance renewal of MS SA for 2009."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_c9_e.asp,"Canadian International Trade Tribunal","RICOH Canada Inc.",P1000012,2009-04-02,"0533 Rental of Photocopier","2009-04-02 to 2010-03-31","2009-04-02 to 2010-03-31",26250.00,"Rental of RICOH Photocopior and meter click."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_ca_e.asp,"Canadian International Trade Tribunal","SAS Institute (Canada) Inc.",P1000014,2009-04-02,"0670 Computer Equipment - Hardware and software","2009-04-02 to 2010-03-31","2009-04-02 to 2010-03-31",11100.60,"SAS Government of Canada PC Bundle- 1 Year 2009-2010 ."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_cb_e.asp,"Canadian International Trade Tribunal","Tessier Translations",P1000013,2009-04-02,"0494 Translation services","2009-04-02 to 2010-03-31","2009-04-02 to 2010-03-31",105000.00,"Translation Services for 2009-2010."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_cc_e.asp,"Canadian International Trade Tribunal","Steno Tran Services Inc.",P1000006,2009-04-01,"0499 Provision of consulting services in relation to the coding of textile products","2009-04-01 to 2010-03-31","2009-04-01 to 2010-03-31",68250.00,"Court Reporting Services."
http://www.citt-tcce.gc.ca/proactive/contracts/2009-1_cd_e.asp,"Canadian International Trade Tribunal","Xerox Canada",P1000002,2009-04-01,"0533 Rental of Photocopier","2009-04-01 to 2010-03-31","2009-04-01 to 2010-03-31",26250.00,"Xerox photocopier lease and meter click for 2009-2010."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c1_e.asp,"Canadian International Trade Tribunal","Bell Canada",P0900322,2009-03-16,"0669 Telecommunication Equipments","2009-03-16 to 2009-03-31","2009-03-31 to 2009-03-31",15324.75,"Purchase and installation of telecommunication equipment."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c2_e.asp,"Canadian International Trade Tribunal","Paul Rilstone",P0900312,2009-02-26,"0499 Other professional services","2009-02-26 to 2009-03-27","2009-02-26 to 2009-03-27",22050.00,"Econometric analysis of Tribunal cases."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c3_e.asp,"Canadian International Trade Tribunal","Ron W. Erdman",P0900307,2009-02-20,"8193 Non-professional service contracts not elsewhere specified","2009-02-20 to 2009-03-31","2009-03-31 to 2009-03-31",22050.00,"Development and preparation of seminars on Market Characteristics."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c4_e.asp,"Canadian International Trade Tribunal","Pathfinder Tab",P0900294,2009-02-12,"1246 Other furniture and furnishings including parts","2009-02-12 to 2009-03-31","2009-03-31 to 2009-03-31",24937.50,"Supply and Instal mobile shelving in mailroom."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c5_e.asp,"Canadian International Trade Tribunal","Computer Media Group",P0900287,2009-02-05,"1231 Office furniture and furnishings including parts","2009-02-05 to 2009-03-30","2009-03-30 to 2009-03-30",16229.71,"Purchase of boardroom chairs."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c6_e.asp,"Canadian International Trade Tribunal","Mr. Jorge Vazquez",P0900281,2009-02-02,"0202 Travel - non-public servants","2009-02-16 to 2009-02-16","2009-02-16 to 2009-02-16",12624.38,"Travel expense for a tribunal witness."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c7_e.asp,"Canadian International Trade Tribunal","Cistel Technology Inc.",P0900279,2009-01-30,"0472 Information Technology Consultants","2009-01-30 to 2009-03-31","2009-03-31 to 2009-03-31",17325.00,"Privacy impact assessment on the human resource system."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c8_e.asp,"Canadian International Trade Tribunal","Da silva Uphostering",P0900261,2009-01-19,"1231 Office furniture and furnishings including parts","2009-01-19 to 2009-03-31","2009-03-31 to 2009-03-31",33343.63,"Refurbishing of hearing room chairs."
http://www.citt-tcce.gc.ca/proactive/contracts/2008-4_c9_e.asp,"Canadian International Trade Tribunal","Pitney Bowes Canada",P0900252,2009-01-15,"123B Other office equipment and parts","2009-01-15 to 2009-01-31","2009-01-31 to 2009-01-31",23473.22,"Purchase of a mail processor."
