http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=446,"Elections Canada","CORPORATE EXPRESS",4-4267,2004-10-21,"1179 &ndash; Miscellaneous Manufactured Articles","2004-08-31 to 2004-11-05",,21389.30,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=447,"Elections Canada","CONDAR CONSULTING INC.",4-4272,2004-10-31,"0491 &ndash; Management Consulting","2004-10-25 to 2004-12-23",,22363.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=448,"Elections Canada","MOORE CANADA",4-4273,2004-10-26,"0321 &ndash; Printing Services","2004-10-21 to 2004-11-26",,126595.98,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=449,"Elections Canada","SIRIUS CONSULTING GROUP INC.",4-4274,2004-10-21,"0472 &ndash; Information Technology Consultants","2004-10-25 to 2005-01-14",,11692.96,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=450,"Elections Canada","TRI-CO PRINTING INC.",4-4277,2004-10-22,"0321 &ndash; Printing Services","2004-10-22 to 2005-03-31",,13455.27,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=451,"Elections Canada","DATA GROUP OF COMPANIES, THE",4-4279,2004-10-22,"0321 &ndash; Printing Services","2004-10-15 to 2004-11-15",,16306.80,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=452,"Elections Canada","INTELEC GEOMATIQUE INC.",4-4287,2004-10-25,"0472 &ndash; Information Technology Consultants","2004-10-25 to 2005-01-31",,30917.65,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=453,"Elections Canada","DARE HR",4-4291,2004-10-25,"0813 &ndash; Temporary Help Services","2004-10-21 to 2004-12-31",,17516.97,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=454,"Elections Canada","DARE HR",4-4292,2004-10-25,"0813 &ndash; Temporary Help Services","2004-10-18 to 2004-12-31",,18117.24,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=455,"Elections Canada","DESAULNIERS, JOCELYNE",4-4293,2004-10-25,"0491 &ndash; Management Consulting","2004-10-27 to 2005-01-31",,24824.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=456,"Elections Canada","NATIONAL PRINTERS",4-4299,2004-10-25,"0321 &ndash; Printing Services","2004-10-25 to 2005-03-31",,13578.30,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=457,"Elections Canada","NATIONAL PRINTERS",4-4300,2004-10-25,"0321 &ndash; Printing Services","2004-10-25 to 2005-03-31",,13706.70,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=458,"Elections Canada","NATIONAL PRINTERS",4-4301,2004-10-25,"0321 &ndash; Printing Services","2004-10-13 to 2005-03-31",,25573.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=459,"Elections Canada","PAPP PLASTICS &amp; DISTRIBUTING LTD.",4-4304,2004-10-22,"0321 &ndash; Printing Services","2004-10-22 to 2004-11-19",,73715.51,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=460,"Elections Canada","ENVELOPPE CONCEPT INC.",4-4305,2004-10-26,"0321 &ndash; Printing Services","2004-10-26 to 2004-11-12",,31565.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=461,"Elections Canada","MOORE CANADA",4-4320,2004-11-09,"0321 &ndash; Printing Services","2004-10-20 to 2004-11-26",,17199.18,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=462,"Elections Canada","ETIQUETTES PROFECTA INC.",4-4331,2004-10-29,"1179 &ndash; Miscellaneous Manufactured Articles","2004-10-29 to 2004-11-30",,48364.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=463,"Elections Canada","TRI-CO PRINTING INC.",4-4334,2004-10-29,"0321 &ndash; Printing Services","2004-10-29 to 2005-03-31",,29906.50,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=464,"Elections Canada","DATA GROUP OF COMPANIES, THE",4-4336,2004-10-29,"0321 &ndash; Printing Services","2004-10-29 to 2004-11-19",,12294.30,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=465,"Elections Canada","PRINTCRAFTERS INC.",4-4337,2004-10-29,"0321 &ndash; Printing Services","2004-10-29 to 2004-11-19",,59706.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=466,"Elections Canada","INTELEC GEOMATIQUE INC.",4-4338,2004-10-29,"0472 &ndash; Information Technology Consultants","2004-11-01 to 2005-03-31",,77040.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=467,"Elections Canada","DELTA PRINTING LTD.",4-4341,2004-10-31,"0321 &ndash; Printing Services","2004-10-31 to 2004-11-12",,11235.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=468,"Elections Canada","NPG ENVELOPE",4-4343,2004-10-31,"0321 &ndash; Printing Services","2004-10-07 to 2004-11-15",,10007.18,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=469,"Elections Canada","ENVELOPPE CONCEPT INC.",4-4344,2004-10-31,"0321 &ndash; Printing Services","2004-10-31 to 2004-11-15",,11453.28,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=470,"Elections Canada","DELTA PRINTING LTD.",4-4349,2004-11-01,"0321 &ndash; Printing Services","2004-11-01 to 2005-03-31",,23159.08,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=471,"Elections Canada","1270380 ONTARIO LTD.",4-4353,2004-11-04,"0472 &ndash; Information Technology Consultants","2004-11-01 to 2005-01-31",,24075.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=472,"Elections Canada","HARRINGTON STAFFING SERVICES",4-4361,2004-11-03,"0813 &ndash; Temporary Help Services","2004-11-12 to 2005-02-28",,11340.99,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=473,"Elections Canada","CORPORATE EXPRESS",4-4368,2004-11-08,"1179 &ndash; Miscellaneous Manufactured Articles","2004-11-08 to 2004-11-29",,22245.30,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=474,"Elections Canada","ACTION PERSONNEL SERVICES",4-4369,2004-11-08,"0813 &ndash; Temporary Help Services","2004-11-08 to 2005-03-25",,17493.43,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=475,"Elections Canada",NEXINNOVATIONS,4-4370,2004-11-08,"1227 &ndash; Computer Equipment &ndash; Small-desktop/Personal/Portable/Keyboard","2004-11-08 to 2004-11-23",,14075.85,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=476,"Elections Canada","ADVANTAGE PERSONNEL",4-4371,2004-11-08,"0813 &ndash; Temporary Help Services","2004-11-08 to 2005-03-25",,17493.43,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=477,"Elections Canada","ADVANTAGE PERSONNEL",4-4372,2004-11-08,"0813 &ndash; Temporary Help Services","2004-11-08 to 2005-03-25",,17493.43,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=478,"Elections Canada","LOWE-MARTIN GROUP INC.",4-4373,2004-11-09,"0321 &ndash; Printing Services","2004-11-01 to 2005-03-31",,13482.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=479,"Elections Canada","DOLLCO PRINTING",4-4378,2004-11-09,"0321 &ndash; Printing Services","2004-11-01 to 2005-03-31",,18350.50,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=480,"Elections Canada","TRI-CO PRINTING INC.",4-4383,2004-11-10,"0321 &ndash; Printing Services","2004-11-10 to 2004-11-26",,23893.10,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=481,"Elections Canada","TRI-CO PRINTING INC.",4-4384,2004-11-10,"0321 &ndash; Printing Services","2004-11-10 to 2004-11-26",,10239.90,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=482,"Elections Canada","LES IMPRESSIONS DE BEAUCE INC.",4-4386,2004-11-10,"0321 &ndash; Printing Services","2004-10-27 to 2004-11-19",,26482.50,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=483,"Elections Canada","IDS INTERNATIONAL DUPLICATION",4-4390,2004-11-16,"0332 &ndash; Audio-visual Services","2004-11-15 to 2007-11-15",,118413.69,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=484,"Elections Canada","DOLLCO PRINTING",4-4391,2004-11-12,"0321 &ndash; Printing Services","2004-11-10 to 2004-12-31",,38969.40,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=485,"Elections Canada","DATAMARK SYSTEMS",4-4395,2004-11-12,"0321 &ndash; Printing Services","2004-11-12 to 2004-11-26",,24556.50,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=486,"Elections Canada","DATA GROUP OF COMPANIES, THE",4-4396,2004-11-12,"0321 &ndash; Printing Services","2004-11-12 to 2004-11-26",,10205.66,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=487,"Elections Canada","DATA GROUP OF COMPANIES, THE",4-4397,2004-11-15,"0321 &ndash; Printing Services","2004-11-15 to 2004-11-24",,20377.08,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=488,"Elections Canada","IMPRIMERIE DALOU INC.",4-4398,2004-11-15,"0321 &ndash; Printing Services","2004-11-15 to 2004-11-24",,19773.60,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=489,"Elections Canada","TRI-CO PRINTING INC.",4-4399,2004-11-15,"0321 &ndash; Printing Services","2004-11-15 to 2005-03-31",,21303.70,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=490,"Elections Canada","TRI-CO PRINTING INC.",4-4400,2004-11-15,"0321 &ndash; Printing Services","2004-11-15 to 2005-03-31",,12782.22,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=491,"Elections Canada","HUNT TEMPORARILY YOURS",4-4406,2004-11-17,"0813 &ndash; Temporary Help Services","2004-11-16 to 2005-04-05",,17614.88,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=492,"Elections Canada","HOTTE, JEAN-LOUIS",4-4411,2004-11-23,"0670 &ndash; Computer Equipment &ndash; Hardware and Software","2004-11-16 to 2005-03-31",,22470.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=493,"Elections Canada","I.S.T.S. THE SIMULTANEOUS",4-4418,2004-11-19,"0332 &ndash; Audio-visual Services","2004-11-30 to 2004-12-10",,15706.53,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=494,"Elections Canada","AJILON COMMUNICATIONS INC.",4-4421,2004-11-19,"0813 &ndash; Temporary Help Services","2004-12-06 to 2005-03-31",,23606.98,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=495,"Elections Canada","KROMAR PRINTING LTD.",4-4424,2004-11-22,"0321 &ndash; Printing Services","2004-11-19 to 2004-12-03",,15408.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=496,"Elections Canada","DATAMARK SYSTEMS",4-4429,2004-11-22,"0321 &ndash; Printing Services","2004-11-19 to 2004-12-17",,146804.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=497,"Elections Canada","COWAN GRAPHICS INC.",4-4431,2004-11-23,"0321 &ndash; Printing Services","2004-11-19 to 2004-12-10",,10352.25,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=498,"Elections Canada","SRM MEDIA COMMUNICATIONS INC.",4-4433,2004-11-26,"0499 &ndash; Other Professional Services Not Elsewhere Specified","2004-11-23 to 2009-11-22",,17120.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=499,"Elections Canada","MURRAY, RICHARD",4-4434,2004-11-30,"0499 &ndash; Other Professional Services Not Elsewhere Specified","2004-11-23 to 2009-11-22",,17120.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=500,"Elections Canada","BOUCHER, LORRAINE",4-4435,2004-11-25,"0499 &ndash; Other Professional Services Not Elsewhere Specified","2004-11-23 to 2009-11-22",,17120.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=501,"Elections Canada","BOURGOIN, LILY",4-4436,2004-11-30,"0499 &ndash; Other Professional Services Not Elsewhere Specified","2004-11-24 to 2009-11-22",,17120.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=502,"Elections Canada","GOURDEAU-BOUSQUET, CLAIRE",4-4437,2004-11-30,"0499 &ndash; Other Professional Services Not Elsewhere Specified","2004-11-24 to 2009-11-22",,17120.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=503,"Elections Canada","COWAN GRAPHICS INC.",4-4438,2004-11-23,"0321 &ndash; Printing Services","2004-11-19 to 2004-12-10",,13755.92,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=504,"Elections Canada","CONEXSYS COMMUNICATIONS LTD.",4-4445,2004-11-25,"1226 &ndash; Computer equipment &ndash; Large/Medium &ndash; Mainframe, Mini","2004-11-25 to 2004-12-07",,98611.20,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=505,"Elections Canada","CANWEST INTERACTIVE",4-4446,2004-12-15,"0351 &ndash; Communications Professional Services Not Elsewhere Specified","2004-12-01 to 2005-11-30",,18361.20,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=506,"Elections Canada","TRI-CO PRINTING INC.",4-4448,2004-11-26,"0321 &ndash; Printing Services","2004-11-19 to 2004-12-06",,16328.20,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=507,"Elections Canada","DOLLCO PRINTING",4-4461,2004-11-29,"0321 &ndash; Printing Services","2004-11-22 to 2005-03-31",,18662.94,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=508,"Elections Canada","K&amp;S CONSULTING SOLUTIONS INC.",4-4463,2004-12-01,"0472 &ndash; Information Technology Consultants","2004-12-01 to 2005-01-31",,14552.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=509,"Elections Canada","INVOKE HR INC.",4-4467,2004-11-30,"0813 &ndash; Temporary Help Services","2004-12-06 to 2005-03-31",,16649.20,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=510,"Elections Canada","INTELEC GEOMATIQUE INC.",4-4468,2004-11-30,"0472 &ndash; Information Technology Consultants","2004-12-01 to 2005-02-01",,19850.64,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=511,"Elections Canada","SI SYSTEMS LTD.",4-4470,2004-11-30,"0472 &ndash; Information Technology Consultants","2004-12-01 to 2005-03-31",,51279.75,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=512,"Elections Canada","IMPRIMERIE LAURENTIDE",4-4472,2004-12-01,"0321 &ndash; Printing Services","2004-11-25 to 2005-01-31",,12840.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=513,"Elections Canada","CLABRO LABEL INC.",4-4480,2004-12-02,"1179 &ndash; Miscellaneous Manufactured Articles","2004-12-01 to 2004-12-22",,20920.64,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=514,"Elections Canada","CORPORATE EXPRESS",4-4481,2004-12-02,"1179 &ndash; Miscellaneous Manufactured Articles","2004-12-02 to 2005-01-31",,109525.20,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=515,"Elections Canada","COM-NET COMMUNICATION",4-4484,2004-12-03,"0491 &ndash; Management Consulting","2004-12-06 to 2005-02-28",,14445.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=516,"Elections Canada","PATTERSON, ROBERT ALLAN",4-4558,2004-12-09,"0491 &ndash; Management Consulting","2004-12-08 to 2005-02-01",,52430.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=517,"Elections Canada","TERAMACH TECHNOLOGIES INC.",4-4562,2004-12-09,"1226 &ndash; Computer equipment &ndash; Large/Medium &ndash; Mainframe, Mini","2004-12-09 to 2004-12-22",,52558.40,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=518,"Elections Canada","CORPORATE EXPRESS",4-4567,2004-12-10,"1179 &ndash; Miscellaneous Manufactured Articles","2004-12-03 to 2005-01-04",,16023.25,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=519,"Elections Canada","UNION ENGRAVING AND PRINTING",4-4576,2004-12-14,"0321 &ndash; Printing Services","2004-12-14 to 2005-01-05",,11984.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=520,"Elections Canada","CAPITAL BOX OF OTTAWA LTD.",4-4590,2004-12-15,"0321 &ndash; Printing Services","2004-12-29 to 2005-03-31",,39804.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=521,"Elections Canada","GIBSON, KATHERINE",4-4597,2004-12-21,"0499 &ndash; Other Professional Services Not Elsewhere Specified","2004-12-17 to 2005-02-28",,10978.20,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=522,"Elections Canada","ALBRYDEV - DIVISION OF 3916481",4-4599,2004-12-23,"0491 &ndash; Management Consulting","2004-12-20 to 2005-03-31",,24717.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=523,"Elections Canada","SIRIUS CONSULTING GROUP INC.",4-4607,2004-12-22,"0472 &ndash; Information Technology Consultants","2005-01-01 to 2005-03-31",,17976.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=524,"Elections Canada","HART, WILLIAM",4-4612,2004-12-23,"0351 &ndash; Communications Professional Services Not Elsewhere Specified","2005-01-01 to 2005-03-31",,16050.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=525,"Elections Canada","MARCHAND, PIERRE",4-4613,2004-12-23,"0351 &ndash; Communications Professional Services Not Elsewhere Specified","2005-01-01 to 2005-03-31",,10700.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=526,"Elections Canada","BLUESKY STRATEGY GROUP",4-4614,2004-12-23,"0351 &ndash; Communications Professional Services Not Elsewhere Specified","2005-01-01 to 2005-03-31",,10700.00,
http://www.elections.ca/contracts/default.asp?textonly=false&lang=e&action=view&year=2004&quarter=3&id=527,"Elections Canada","ELISABETH MACFIE EDITING",4-4616,2004-12-23,"0351 &ndash; Communications Professional Services Not Elsewhere Specified","2005-01-01 to 2005-03-31",,10651.85,
